1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
1, 5000, 10000, 4314, 0.4314
2, 5000, 10000, 4598, 0.4598
2, 5000, 10000, 3416, 0.3416
2, 5000, 10000, 4154, 0.4154
2, 5000, 10000, 4101, 0.4101
2, 5000, 10000, 4536, 0.4536
2, 5000, 10000, 4095, 0.4095
2, 5000, 10000, 4690, 0.469
2, 5000, 10000, 4202, 0.4202
2, 5000, 10000, 4602, 0.4602
2, 5000, 10000, 3864, 0.3864
2, 5000, 10000, 3941, 0.3941
2, 5000, 10000, 3929, 0.3929
2, 5000, 10000, 3920, 0.392
2, 5000, 10000, 4028, 0.4028
2, 5000, 10000, 3361, 0.3361
2, 5000, 10000, 3467, 0.3467
2, 5000, 10000, 4246, 0.4246
2, 5000, 10000, 3885, 0.3885
2, 5000, 10000, 4275, 0.4275
2, 5000, 10000, 4397, 0.4397
2, 5000, 10000, 3949, 0.3949
2, 5000, 10000, 3884, 0.3884
2, 5000, 10000, 4198, 0.4198
2, 5000, 10000, 4517, 0.4517
2, 5000, 10000, 4047, 0.4047
2, 5000, 10000, 4112, 0.4112
2, 5000, 10000, 4000, 0.4
2, 5000, 10000, 3601, 0.3601
2, 5000, 10000, 3982, 0.3982
2, 5000, 10000, 3641, 0.3641
3, 5000, 10000, 5132, 0.5132
3, 5000, 10000, 4893, 0.4893
3, 5000, 10000, 4618, 0.4618
3, 5000, 10000, 4829, 0.4829
3, 5000, 10000, 5427, 0.5427
3, 5000, 10000, 5073, 0.5073
3, 5000, 10000, 5045, 0.5045
3, 5000, 10000, 5325, 0.5325
3, 5000, 10000, 5087, 0.5087
3, 5000, 10000, 4521, 0.4521
3, 5000, 10000, 4454, 0.4454
3, 5000, 10000, 4075, 0.4075
3, 5000, 10000, 4815, 0.4815
3, 5000, 10000, 4612, 0.4612
3, 5000, 10000, 5068, 0.5068
3, 5000, 10000, 5031, 0.5031
3, 5000, 10000, 4905, 0.4905
3, 5000, 10000, 4789, 0.4789
3, 5000, 10000, 4952, 0.4952
3, 5000, 10000, 4650, 0.465
3, 5000, 10000, 4197, 0.4197
3, 5000, 10000, 4456, 0.4456
3, 5000, 10000, 4718, 0.4718
3, 5000, 10000, 4190, 0.419
3, 5000, 10000, 3994, 0.3994
3, 5000, 10000, 4420, 0.442
3, 5000, 10000, 4846, 0.4846
3, 5000, 10000, 4904, 0.4904
3, 5000, 10000, 4638, 0.4638
3, 5000, 10000, 4923, 0.4923
4, 5000, 10000, 5057, 0.5057
4, 5000, 10000, 5489, 0.5489
4, 5000, 10000, 5208, 0.5208
4, 5000, 10000, 4963, 0.4963
4, 5000, 10000, 5550, 0.555
4, 5000, 10000, 5158, 0.5158
4, 5000, 10000, 4933, 0.4933
4, 5000, 10000, 5209, 0.5209
4, 5000, 10000, 5232, 0.5232
4, 5000, 10000, 4760, 0.476
4, 5000, 10000, 5578, 0.5578
4, 5000, 10000, 5138, 0.5138
4, 5000, 10000, 4873, 0.4873
4, 5000, 10000, 5383, 0.5383
4, 5000, 10000, 5302, 0.5302
4, 5000, 10000, 5535, 0.5535
4, 5000, 10000, 5030, 0.503
4, 5000, 10000, 5081, 0.5081
4, 5000, 10000, 5300, 0.53
4, 5000, 10000, 5369, 0.5369
4, 5000, 10000, 5737, 0.5737
4, 5000, 10000, 5538, 0.5538
4, 5000, 10000, 4936, 0.4936
4, 5000, 10000, 5211, 0.5211
4, 5000, 10000, 4347, 0.4347
4, 5000, 10000, 5022, 0.5022
4, 5000, 10000, 5617, 0.5617
4, 5000, 10000, 5221, 0.5221
4, 5000, 10000, 5489, 0.5489
4, 5000, 10000, 5011, 0.5011
5, 5000, 10000, 5428, 0.5428
5, 5000, 10000, 5729, 0.5729
5, 5000, 10000, 5843, 0.5843
5, 5000, 10000, 5866, 0.5866
5, 5000, 10000, 5674, 0.5674
5, 5000, 10000, 5359, 0.5359
5, 5000, 10000, 5514, 0.5514
5, 5000, 10000, 5812, 0.5812
5, 5000, 10000, 5134, 0.5134
5, 5000, 10000, 5508, 0.5508
5, 5000, 10000, 5747, 0.5747
5, 5000, 10000, 5150, 0.515
5, 5000, 10000, 5517, 0.5517
5, 5000, 10000, 5036, 0.5036
5, 5000, 10000, 5846, 0.5846
5, 5000, 10000, 5415, 0.5415
5, 5000, 10000, 5484, 0.5484